@delta,camera_id,suburb,street,offence_location,postcode,last_annual_test,last_annual_test_sortable,camera_type,certificate,site_type,reason,link,latitude,longitude,intersects_with,expiry_date,lga,commissioned_date,description,network,status,DJCS Comments,location
38,A83,Clayton,Centre Road,"Centre Road, at the intersection of Centre Road and Buckland Street, Clayton",3168,31/03/2026,31/03/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-04/A83-clayton-intersection-of-centre-road-and-buckland-street-camera-cert-310326.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.930096,145.131666,Buckland Street,31/03/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.930096,145.131666"
43,A91,Campbellfield,Sydney Road,"Sydney Road, at the intersection of Sydney Road and Barry Road, Campbellfield",3061,6/02/2025,6/02/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-04/A91-campbellfield-sydney-road-intersection-of-sydney-road-and-barry-road-camera-cert-060225.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.6670847,144.9551301,Barry Road,6/02/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.6670847,144.9551301"
48,B12,Bayswater North,Canterbury Road,"Canterbury Road, at the intersection of Canterbury Road and Bayswater Road, Bayswater North",3153,30/06/2026,30/06/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-07/B12-bayswater-north-intersection-of-canterbury-road-and-bayswater-road-camera-cert-300626.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.832238,145.269109,Bayswater Road,30/06/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.832238,145.269109"
63,C07,Dallas,Barry Road,"Barry Road, at the intersection of Barry Road and King Street, Dallas",3047,6/03/2026,6/03/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-03/C07-dallas-intersection-of-barry-road-and-king-street-camera-cert-060326.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.666035,144.942551,King Street,6/03/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.666035,144.942551"
99,D17,Hallam,Princes Highway,"Princes Highway, at the intersection of Princes Highway and Fitzgerald Road, Hallam",3803,30/04/2026,30/04/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-07/D17-hallam-intersection-of-princes-hwy-and-fitzgerald-rd-camera-cert-300426.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-38.008649,145.278456,Fitzgerald Road,30/04/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-38.008649,145.278456"
103,D21,Warrnambool,Raglan Parade,"Raglan Parade, at the intersection of Raglan Parade and Mahoneys Road, Warrnambool",3280,8/12/2025,8/12/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-12/D21-intersection-of-raglan-pde-and-mahoneys-rd-warrnambool-camera-cert-081225.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-38.384835,142.533138,Mahoneys Road,8/12/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-38.384835,142.533138"
107,D25,Vermont South,Burwood Highway,"Burwood Highway, at the intersection of Burwood Highway and Springvale Road, Vermont South",3133,19/01/2026,19/01/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-02/D25-vermont-south-intersection-of-burwood-hwy-and-springvale-rd-camera-cert-190126.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.855063,145.169547,Springvale Road,19/01/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.855063,145.169547"
118,D35,South Melbourne,City Road,"City Road, at the intersection of City Road and Montague Street, South Melbourne",3205,11/11/2025,11/11/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-11/D35-south-melbourne-intersection-of-city-road-and-montague-street-camera-cert-111125.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.832821,144.951864,Montague Street,11/11/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.832821,144.951864"
119,D36SE,Seaford,Frankston Freeway Off Ramp,"Frankston Freeway Off Ramp, at the intersection of Frankston Freeway Off Ramp and Dandenong-Frankston Road, Seaford",3198,13/04/2026,13/04/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-09/D36SE-seaford-frankston-freeway-off-ramp-dandenong-frankston-rd-camera-cert-13042026.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-38.128333,145.133952,Dandenong-Frankston Road,13/04/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-38.128333,145.133952"
121,D37,Carrum Downs,Hall Road,"Hall Road, at the intersection of Hall Road and Dandenong-Frankston Road, Carrum Downs",3201,16/06/2026,16/06/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-06/D37-carrum-downs-intersection-of-hall-rd-and-dandenong-frankston-road-camera-cert-160626.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-38.099595,145.172892,Dandenong-Frankston Road,16/06/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-38.099595,145.172892"
125,D41,Aspendale Gardens,Wells Road,"Wells Road, at the intersection of Wells Road and Palm Grove Boulevard, Aspendale Gardens",3195,5/09/2025,5/09/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2024-10/D41_Aspendale-Gardens_intersection-of-wells-rd-and-palm-grove-blvd_180924.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-38.019049,145.118471,Palm Grove Boulevard,5/09/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-38.019049,145.118471"
126,D42,Aspendale Gardens,Wells Road,"Wells Road, at the intersection of Wells Road and Nurten Parade, Aspendale Gardens",3195,4/08/2026,8/09/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-09/D42-aspendale-gardens-wells-rd-intersection-wells-rd-and-nurten-parade-camera-cert-040826.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-38.022193,145.124242,Nurten Parade,4/08/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-38.022193,145.124242"
128,D43S,Greensborough,Greensborough Highway,"Greensborough Highway, at the intersection of Greensborough Highway and Grimshaw Street, Greensborough",3088,13/11/2023,13/11/2023,Fixed Camera,https://content.vic.gov.au/sites/default/files/2023-11/D43S_Greensborough_intersection-greensborough-hwy-and-grimshaw-street_camera_cert_131123.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.703029,145.089865,Grimshaw Street,13/11/2024,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,Decommissioned,"-37.703029,145.089865"
132,D46N,Ringwood,Maroondah Highway,"Maroondah Highway, at the intersection of Maroondah Highway and Ringwood Bypass, Ringwood",3134,21/04/2026,21/04/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-05/D46N-ringwood-intersection-of-maroondah-hwy-and-ringwood-bypass-camera-cert-210426.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.811212,145.237028,Ringwood Bypass,21/04/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,Upcoming,"-37.811212,145.237028"
136,D48,Vermont,Canterbury Road,"Canterbury Road, at the intersection of Canterbury Road and Mitcham Road, Vermont",3133,15/01/2026,15/01/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-01/D48-vermont-intersection-of-canterbury-rd-and-mitcham-rd-camera-cert-150126.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.836017,145.195164,Mitcham Road,15/01/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.836017,145.195164"
142,D52,Wheelers Hill,Springvale Road,"Springvale Road, at the intersection of Springvale Road and Ferntree Gully Road, Wheelers Hill",3150,15/01/2026,15/01/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-01/D52-wheelers-hill-springvale-road-and-ferntree-gully-road-camera-cert-150126.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.90339868,145.1615197,Ferntree Gully Road,15/01/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.90339868,145.1615197"
