@delta,camera_id,suburb,street,offence_location,postcode,last_annual_test,last_annual_test_sortable,camera_type,certificate,site_type,reason,link,latitude,longitude,intersects_with,expiry_date,lga,commissioned_date,description,network,status,DJCS Comments,location
55,B25,Ferntree Gully,Burwood Highway,"Burwood Highway, at the intersection of Burwood Highway and Brenock Park Drive, Ferntree Gully",3156,9/06/2026,9/06/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-06/B25-ferntree-intersection-of-burwood-highway-and-brenock-park-drive-camera-cert-090626.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.888707,145.294887,Brenock Park Drive,9/06/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.888707,145.294887"
56,B26,Croydon,Mt Dandenong Road,"Mt Dandenong Road, at the intersection of Mt Dandenong Road and Dorset Road, Croydon",3136,14/01/2026,14/01/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-01/B26-croydon-intersection-of-mt-dandenong-road-and-dorset-road-camera-cert-140126.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.799797,145.289994,Dorset Road,14/01/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.799797,145.289994"
66,C10,West Melbourne,Peel Street,"Peel Street, at the intersection of Peel Street and Victoria Street, West Melbourne",3003,18/11/2025,18/11/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-12/C10-west-melbourne-peel-street-intersection-of-peel-street-and-victoria-street-camera-cert-181125.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.806019,144.955845,Victoria Street,18/11/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.806019,144.955845"
70,C16,Highett,Nepean Highway,"Nepean Highway, at the intersection of Nepean Highway and Karen Street, Highett",3190,13/03/2026,13/03/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-04/C16-highett-intersection-of-nepean-highway-and-karen-street-camera-cert-130326.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.957307,145.0521281,Karen Street,13/03/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.957307,145.0521281"
78,C32,Ringwood,Ringwood Street,"Ringwood Street, at the intersection of Ringwood Street and Maroondah Highway, Ringwood",3134,26/08/2026,26/08/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-09/C32-ringwood-ringwood-street-intersection-of-ringwood-street-and-maroondah-highway-camera-cert-260826.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.815611,145.227402,Maroondah Highway,26/08/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.815611,145.227402"
79,C34,Carlton,Princes Street,"Princes Street, at the intersection of Princes Street and Rathdowne Street, Carlton",3053,15/06/2026,15/06/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-06/C34-intersection-of-princes-street-and-rathdowne-street-150626.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.792647,144.971524,Rathdowne Street,15/06/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.792647,144.971524"
88,D04,Campbellfield,Hume Highway,"Hume Highway, at the intersection of Hume Highway and Somerton Road, Campbellfield",3061,27/07/2026,27/07/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-08/D04-Campbellfield_Hume_Highway_Intersection_of_Hume_Highway_and_Somerton_Road_camera_cert_250725.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.643581,144.951185,Somerton Road,27/07/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.643581,144.951185"
89,D05,Oakleigh East,Princes Highway,"Princes Highway, at the intersection of Princes Highway and Huntingdale Road, Oakleigh East",3166,13/08/2026,14/08/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-09/D05-oakleigh-east-princes-hwy-intersection-of-princes-hwy-and-huntingdale-rd-camera-cert-130826.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.900583,145.105245,Huntingdale Road,13/08/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.900583,145.105245"
92,D09,Mornington,Nepean Highway,"Nepean Highway, at the intersection of Nepean Highway and Bungower Road, Mornington",3931,8/10/2025,8/10/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-11/D09-mornington-nepean-highway-and-bungower-road-camera-cert-081025.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-38.220292,145.056914,Bungower Road,8/10/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-38.220292,145.056914"
94,D11,Lynbrook,South Gippsland Highway,"South Gippsland Highway, at the intersection of South Gippsland Highway and Lynbrook Boulevard, Lynbrook",3975,5/06/2026,5/06/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-06/D11-lynbrook-intersection-of-south-gippsland-highway-and-lynbrook-boulevard-camera-cert-050626.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-38.050654,145.257558,Lynbrook Boulevard,5/06/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-38.050654,145.257558"
101,D19,Wodonga,Lincoln Causeway,"Lincoln Causeway, at the intersection of Lincoln Causeway and Hume Highway Ramp, Wodonga",3689,20/02/2026,20/02/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-03/D19-wodonga-intersection-of-lincoln-causeway-and-hume-hwy-ramps-camera-cert-200226.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-36.110137,146.893854,Hume Highway Ramp,20/02/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-36.110137,146.893854"
110,D27,Kilsyth South,Canterbury Road,"Canterbury Road, at the intersection of Canterbury Road and Colchester Road, Kilsyth South",3137,14/05/2026,14/05/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-05/D27-kilsyth-south-intersection-of-canterbury-rd-and-colchester-rd-camera-cert-140526.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.821585,145.304404,Colchester Road,14/05/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,Coming up,"-37.821585,145.304404"
117,D34,Doncaster,Williamsons Road,"Williamsons Road, at the intersection of Williamsons Road and Doncaster Road, Doncaster",3108,4/09/2025,4/09/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-09/D34KM-intersection-of-williamsons-rd-and-doncaster-rd-doncaster-camera-cert-120925.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.787177,145.124958,Doncaster Road,4/09/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.787177,145.124958"
120,D36SW,Frankston,Dandenong-Frankston Road,"Dandenong-Frankston Road, at the intersection of Dandenong-Frankston Road and Skye Road, Frankston",3199,13/04/2026,13/04/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-09/D36SW-frankston-dandenong-frankston-rd-intersection-of-dandenong-frankston-rd-and-skye-rd-camera-cert-13042026.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-38.12848,145.134187,Skye Road,13/04/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-38.12848,145.134187"
130,D45N,Narre Warren,Narre Warren North Road,"Narre Warren North Road, at the intersection of Narre Warren North Road and Ernst Wanke Road, Narre Warren",3805,27/02/2026,27/02/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-03/D45N-narre-warren-narre-warren-north-rd-ernst-wanke-road-camera-cert-270226.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.996836,145.312601,Ernst Wanke Road,27/02/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.996836,145.312601"
133,D46S,Ringwood,Maroondah Highway,"Maroondah Highway, at the intersection of Maroondah Highway and Mount Dandenong Road, Ringwood",3134,22/04/2026,22/04/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-05/D46S-ringwood-intersection-of-maroondah-hwy-and-mount-dandenong-rd-camera-cert-220426.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.810926,145.237823,Mount Dandenong Road,22/04/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.810926,145.237823"
158,D72,St Kilda East,Dandenong Road,"Dandenong Road, at the intersection of Dandenong Road and Hotham Street, St Kilda East",3183,30/10/2025,30/10/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-03/D72_st-kilda-east_Intersection-Dandenong-Rd-and-Hotham-Streets_camera-cert_311024.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.859172,145.001372,Hotham Street,30/10/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.859172,145.001372"
162,D76,Keilor East,Keilor Park Drive,"Keilor Park Drive, at the intersection of Keilor Park Drive and Old Calder Highway, Keilor East",3033,1/07/2026,1/07/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-08/D76_Keilor_East_Keilor_Park_Drive_Intersection_of_Keilor_Park_Drive_and_Old_Calder_Highway_camera_cert_010725.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.727078,144.849617,Old Calder Highway,1/07/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.727078,144.849617"
163,D78,Keilor Park,Keilor Park Drive,"Keilor Park Drive, at the intersection of Keilor Park Drive and Calder Freeway On-Ramp, Keilor Park",3042,10/09/2025,10/09/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-09/D78-intersection-of-Keilor-Park-Drive-and-Calder-Freeway-on-ramp-Keilor-Park-camera-cert-100925.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.725402,144.849671,Calder Freeway On-Ramp,10/09/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.725402,144.849671"
164,D79,Bundoora,Plenty Road,"Plenty Road, at the intersection of Plenty Road and Ambrose Treacy Drive, Bundoora",3083,30/10/2025,30/10/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-11/D79-bundoora-plenty-road-intersection-of-plenty-road-and-ambrose-treacy-drive-camera-cert-301025.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.68822106,145.0668951,Ambrose Treacy Drive,30/10/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.68822106,145.0668951"
178,EF,Donvale,Melba Tunnel,"Melba Tunnel, Donvale, approximately 500m prior to tunnel exit",3111,13/11/2025,13/11/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-11/EF-donvale-melba-tunnel-camera-cert-131125.pdf,Highway,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.8041385,145.2027583,approximately 500m prior to tunnel exit,13/11/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.8041385,145.2027583"
189,F08,Yarraville,Williamstown Road,"Williamstown Road, at the intersection of Williamstown Road and Somerville Road, Yarraville",3013,21/11/2025,21/11/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-05/F08-yarraville-intersection-of-williamstown-rd-and-somerville-rd-camera-cert-211125.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.812716,144.88352,Somerville Road,21/11/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.812716,144.88352"
199,F17,Watsonia North,Grimshaw Street,"Grimshaw Street, at the intersection of Grimshaw Street and Macorna Street, Watsonia North",3087,16/04/2026,16/04/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-04/F17-watsonia-north-intersection-of-grimshaw-st-and-macorna-st-camera-cert-160426.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.702501,145.083998,Macorna Street,16/04/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.702501,145.083998"
204,F21,Altona North,Blackshaws Road,"Blackshaws Road, at the intersection of Blackshaws Road and Millers Road, Altona North",3025,24/04/2026,24/04/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-05/F21-altona-north-blackshaws-rd-intersection-of-blackshaws-rd-and-millers-rd-camera-cert-240426.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.831185,144.848072,Millers Road,24/04/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.831185,144.848072"
209,F24,Doncaster,Victoria Street,"Victoria Street, at the intersection of Victoria Street and Doncaster Road, Doncaster",3108,18/03/2026,18/03/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-04/F24-Doncaster-Intersection-of-Victoria-St-and-Doncaster-Rd-camera-cert-180326.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.786805,145.143832,Doncaster Road,18/03/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.786805,145.143832"
211,F26,Chadstone,Warrigal Road,"Warrigal Road, at the intersection of Warrigal Road and Batesford Road, Chadstone",3148,25/05/2026,25/05/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-06/F26-chadstone-intersection-of-warrigal-rd-and-batesford-rd-camera-cert-250526.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.875354,145.091687,Batesford Road,25/05/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,Coming up,"-37.875354,145.091687"
220,F34,Preston,Gilbert Road,"Gilbert Road, at the intersection of Gilbert Road and Bell Street, Preston",3072,11/08/2025,11/08/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-10/F34-preston-gilbert-road-and-bell-street-camera-cert-110825.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.743601,144.989294,Bell Street,11/08/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.743601,144.989294"
229,F42,Maidstone,Ballarat Road,"Ballarat Road, at the intersection of Ballarat Road and Ashley Street, Maidstone",3012,16/03/2026,16/03/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-04/F42-maidstone-intersection-of-ballarat-rd-and-ashley-st-camera-cert-160326.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.781539,144.86559,Ashley Street,16/03/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.781539,144.86559"
232,F44,Highett,Nepean Highway,"Nepean Highway, at the intersection of Nepean Highway and Highett Road, Highett",3190,26/05/2026,26/05/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-06/F44-highett-nepean-highway-and-highett-road-camera-cert-260526.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.949257,145.046016,Highett Road,26/05/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,Coming up,"-37.949257,145.046016"
234,F45,Mount Waverley,Waverley Road,"Waverley Road, at the intersection of Waverley Road and Blackburn Road, Mount Waverley",3149,28/05/2026,28/05/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-07/F45-mt-waverley-intersection-of-waverley-rd-and-blackburn-rd-camera-cert-280526.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.886693,145.145515,Blackburn Road,28/05/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.886693,145.145515"
243,F53,Campbellfield,Sydney Road,"Sydney Road, at the intersection of Sydney Road and Mahoneys Road, Campbellfield",3061,11/06/2026,11/06/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-06/F53-campbellfield-intersection-of-sydney-road-and-mahoneys-road-camera-cert-110626.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.689374,144.95827,Mahoneys Road,11/06/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.689374,144.95827"
245,F55,Oakleigh East,North Road,"North Road, at the intersection of North Road and Clayton Road, Oakleigh East",3166,4/02/2026,4/02/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-02/F55KM-oakleigh-east-intersection-of-north-road-and-clayton-road-camera-cert-040226.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.913614,145.121704,Clayton Road,4/02/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,T-Series Upgrades,"-37.913614,145.121704"
247,F57,Hawthorn,Barkers Road,"Barkers Road, at the intersection of Barkers Road and Glenferrie Road, Hawthorn",3122,14/11/2025,14/11/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-05/F57-hawthorn-intersection-of-barkers-road-and-glenferrie-road-camera-cert-141125.pdf ,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.814734,145.036973,Glenferrie Road,14/11/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.814734,145.036973"
249,F59,Strathmore,Pascoe Vale Road,"Pascoe Vale Road, at the intersection of Pascoe Vale Road and Peck Avenue, Strathmore",3041,7/11/2025,7/11/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-05/F59-strathmore-intersection-of-pascoe-vale-rd-and-peck-ave-camera-cert-071125.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.730116,144.923849,Peck Avenue,7/11/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.730116,144.923849"
251,F61,Corio,Princes Highway,"Princes Highway, at the intersection of Princes Highway and Station Street, Corio",3214,22/01/2026,22/01/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-03/F61-corio-intersection-of-princes-hwy-and-station-st-camera-cert-220126.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-38.075385,144.369061,Station Street,22/01/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-38.075385,144.369061"
254,F64E,Yarraville,Francis Street,"Francis Street, at the intersection of Francis Street and Wembley Avenue, Yarraville",3013,5/03/2026,5/03/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-03/F64E-francis-street-wembley-avenue-yarraville-eastbound-camera-cert-050326.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.819304,144.873924,Wembley Avenue,5/03/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.819304,144.873924"
256,F65,Strathdale,McIvor Road,"McIvor Road, at the intersection of McIvor Road and Reservoir Road, Strathdale",3550,14/08/2026,14/08/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-09/F65-strathdale-intersection-of-mcivor-rd-and-reservoir-rd-camera-cert-14082026.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-36.759623,144.317643,Reservoir Road,14/08/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-36.759623,144.317643"
260,F68S,Brighton,St Kilda Street,"St Kilda Street, at the intersection of St Kilda Street and Bay Street, Brighton",3186,4/05/2026,4/05/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-05/F68S-brighton-intersection-bay-st-and-stkilda-st-camera-cert-040526.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.903815,144.988436,Bay Street,4/05/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.903815,144.988436"
261,F69,Mount Waverley,Ferntree Gully Road,"Ferntree Gully Road, at the intersection of Ferntree Gully Road and Stephensons Road, Mount Waverley",3149,30/09/2025,30/09/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-10/F69-mount-waverley-intersection-of-ferntree-gully-road-and-stephensons-road-camera-cert-300925.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.899069,145.124181,Stephensons Road,30/09/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.899069,145.124181"
266,F74,Burwood,Warrigal Road,"Warrigal Road, at the intersection of Warrigal Road and Highbury Road, Burwood",3125,7/01/2026,7/01/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-01/F74-burwood-intersection-warrigal-road-and-highbury-road-camera-cert-070126.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.853229,145.095185,Highbury Road,7/01/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.853229,145.095185"
271,F79,Mount Waverley,Blackburn Road,"Blackburn Road, at the intersection of Blackburn Road and Monash Freeway, Mount Waverley",3149,8/07/2026,8/07/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-07/F79-mount-waverley-intersection-blackburn-rd-and-monash-freeway-camera-cert-080726.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.895255,145.143938,Monash Freeway,8/07/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.895255,145.143938"
275,F83,Preston,Gilbert Road,"Gilbert Road, at the intersection of Gilbert Road and Murray Road, Preston",3072,16/06/2026,16/06/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-06/F83-preston-intersection-of-gilbert-road-and-murray-road-camera-cert-160626.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.736486,144.990372,Murray Road,16/06/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.736486,144.990372"
